grouping,pulled_from_neshap,pulled_from_proposed,is_direct_mechanical,entity,Utility ID,Utility Name,Plant Code,Plant Name,State,County,X_COORDINATE,Y_COORDINATE,Generator ID,Turbine Make,Turbine Model,Permit Emission Controls,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Status,Associated with Combined Heat and Power System,Sector Name,Sector,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Turbines or Hydrokinetic Buoys,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Solid Fuel Gasification System?,Carbon Capture Technology?,Multiple Fuels?,Switch Between Oil and Natural Gas?,Cofire Fuels?,Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Topping or Bottoming,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Time from Cold Shutdown to Full Load,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year
Other,FALSE,FALSE,FALSE,Industrial,58798,Shell Chemical Appalachia LLC,58933,Shell Chemical Appalachia LLC,PA,Beaver,-80.1178598129472,40.6765212443033,STG1,,,,Natural Gas Fired Combined Cycle,CA,COGN,S,Y,X,,,82.3,0.8,72.7,75.8,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,N,,,N,N,N,N,N,19,N,,,X,10,2021,,,T,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,58798,Shell Chemical Appalachia LLC,58933,Shell Chemical Appalachia LLC,PA,Beaver,-80.1178598129472,40.6765212443033,STG2,,,,Natural Gas Fired Combined Cycle,CA,COGN,S,Y,X,,,82.3,0.8,72.7,75.8,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,N,N,N,N,N,19,N,,,X,10,2021,,,T,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,59675,Moxie Freedom LLC,59906,Moxie Freedom Generation Plant,PA,Luzerne,-76.1584210297364,41.1120444208204,GEN1,,,,Natural Gas Fired Combined Cycle,CS,,S,Y,N,,,529,0.9,490,525,OP,N,IPP Non-CHP,2,NG,,,,,,0,,,,,,,,N,N,N,N,N,200,N,,,X,8,2018,,,X,,,,,12H,32.5,27.5,6,2023,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,59675,Moxie Freedom LLC,59906,Moxie Freedom Generation Plant,PA,Luzerne,-76.1584210297364,41.1120444208204,GEN2,,,,Natural Gas Fired Combined Cycle,CS,,S,Y,N,,,529,0.9,490,525,OP,N,IPP Non-CHP,2,NG,,,,,,0,,,,,,,,N,N,N,N,N,200,N,,,X,9,2018,,,X,,,,,12H,32.5,27.5,6,2023,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,49893,Invenergy Services LLC,60357,Lackawanna Energy Center,PA,Lackawanna,-75.5456641757565,41.471801059954,GEN1,,,,Natural Gas Fired Combined Cycle,CS,,S,N,N,,,499.5,0.9,454,489,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,,N,N,N,454,N,,,X,3,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,49893,Invenergy Services LLC,60357,Lackawanna Energy Center,PA,Lackawanna,-75.5456641757565,41.471801059954,GEN2,,,,Natural Gas Fired Combined Cycle,CS,,S,N,N,,,499.5,0.9,454,489,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,,N,N,N,454,N,,,X,10,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,49893,Invenergy Services LLC,60357,Lackawanna Energy Center,PA,Lackawanna,-75.5456641757565,41.471801059954,GEN3,,,,Natural Gas Fired Combined Cycle,CS,,S,N,N,,,499.5,0.9,454,489,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,,N,N,N,454,N,,,X,12,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60672,Birdsboro Power LLC,61035,Birdsboro Power,PA,Berks,-75.7958067804789,40.2680708350553,GEN1,,,,Natural Gas Fired Combined Cycle,CS,,S,N,N,1552843818,1552843818,525,0.85,485,485,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,90,N,,,X,5,2019,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,62064,"Hill Top Energy Center, LLC",62565,"Hill Top Energy Center, LLC",PA,Greene,-79.9366014675438,39.8889811083634,GEN1,,,,Natural Gas Fired Combined Cycle,CS,,S,Y,N,Greene County CC,Greene County CC,664.7,0.85,621.3,624.6,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,N,,,,N,N,N,,,210,N,,,X,7,2021,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60162,"Hummel Station, LLC",60368,Hummel Station LLC,PA,Snyder,-76.8258767316022,40.839314803929,CTG1,,,,Natural Gas Fired Combined Cycle,CT,HUM1,S,X,N,Sunbury 500KV,Sunbury 500KV,244.8,0.85,223.8,243.1,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,105,N,,,X,6,2018,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60162,"Hummel Station, LLC",60368,Hummel Station LLC,PA,Snyder,-76.8258767316022,40.839314803929,CTG2,,,,Natural Gas Fired Combined Cycle,CT,HUM1,S,X,N,Sunbury 500KV,Sunbury 500KV,244.8,0.85,219.9,231.6,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,105,N,,,X,6,2018,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60162,"Hummel Station, LLC",60368,Hummel Station LLC,PA,Snyder,-76.8258767316022,40.839314803929,CTG3,,,,Natural Gas Fired Combined Cycle,CT,HUM1,S,X,N,Sunbury 500KV,Sunbury 500KV,244.8,0.85,209.6,232,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,105,N,,,X,6,2018,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60249,"Tenaska Pennsylvania Partners, LLC",60464,Tenaska Westmoreland Generating Station,PA,Westmoreland,-79.7087962739575,40.1808938959022,CTG1,,,,Natural Gas Fired Combined Cycle,CT,STG1,J,X,N,1356163093,1356163093,370,0.85,288,328.5,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,160,N,,,X,12,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60249,"Tenaska Pennsylvania Partners, LLC",60464,Tenaska Westmoreland Generating Station,PA,Westmoreland,-79.7087962739575,40.1808938959022,CTG2,,,,Natural Gas Fired Combined Cycle,CT,STG1,J,X,N,1356163092,1356163092,370,0.85,288,328.5,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,N,N,160,N,,,X,12,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,York,-76.3066421893212,39.7385397208197,CTG5,,,,Natural Gas Fired Combined Cycle,CT,CCB2,S,X,N,DLTAPLNT,DLTAPLNT,234.9,0.85,216.3,231,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,,,,N,N,Y,Y,N,,N,,,X,3,2019,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,York,-76.3066421893212,39.7385397208197,CTG6,,,,Natural Gas Fired Combined Cycle,CT,CCB2,S,X,N,DLTAPLNT,DLTAPLNT,234.9,0.85,216.3,231,OP,N,IPP Non-CHP,2,NG,DFO,,,,,,,,,,,,,N,,Y,Y,N,,N,,,X,3,2019,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60350,"CPV Fairview, LLC",60589,CPV Fairview Energy Center,PA,Cambria,-78.857223504638,40.414702124487,GEN1,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,,,372,0.85,341.8,348.7,OP,N,IPP Non-CHP,2,NG,OG,,,,,,,,,,,,,N,N,Y,N,Y,115,N,,,X,12,2019,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60350,"CPV Fairview, LLC",60589,CPV Fairview Energy Center,PA,Cambria,-78.857223504638,40.414702124487,GEN2,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,,,372,0.85,342.9,346.6,OP,N,IPP Non-CHP,2,NG,OG,,,,,,,,,,,,,,N,Y,N,Y,115,N,,,X,12,2019,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,10273,Kimberly-Clark Corp,50410,Chester Operations,PA,Delaware,-75.3545667893167,39.8450684603815,6,,,,Natural Gas Fired Combined Cycle,CT,6000,S,X,N,,,17.3,0.92,14.1,16.3,OP,Y,Industrial CHP,7,NG,,,,,,0,,,,,,,,N,N,N,N,N,6.5,N,,,X,7,2020,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,10273,Kimberly-Clark Corp,50410,Chester Operations,PA,Delaware,-75.3545667893167,39.8450684603815,7,,,,Natural Gas Fired Combined Cycle,CT,7000,S,X,Y,,,17.3,0.92,14.1,16.3,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,N,N,N,,N,6.5,N,,,X,8,2020,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60659,"Hickory Run Energy, LLC",61028,Hickory Run Energy Station,PA,Lawrence,-80.4291813892682,40.9942849863762,CTG1,,,,Natural Gas Fired Combined Cycle,CT,HRES,S,X,N,HICRUNEC20 KV 1A CTG,HICRUNEC22 KV 1S STG,295,0.85,277,320.4,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,146,N,,,X,5,2020,,,X,,,,,12H,,,,,,,,,,,,,,N,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60659,"Hickory Run Energy, LLC",61028,Hickory Run Energy Station,PA,Lawrence,-80.4291813892682,40.9942849863762,CTG2,,,,Natural Gas Fired Combined Cycle,CT,HRES,S,X,N,HICRUNEC20 KV 1B CTG,,295,0.85,277,320.2,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,146,N,,,X,5,2020,,,X,,,,,12H,,,,,,,,,,,,,,N,,
Other,FALSE,FALSE,FALSE,Industrial,58798,Shell Chemical Appalachia LLC,58933,Shell Chemical Appalachia LLC,PA,Beaver,-80.1178598129472,40.6765212443033,GTG1,,,,Natural Gas Fired Combined Cycle,CT,COGN,S,X,N,,,48.4,0.8,37.1,46.5,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,N,N,N,N,N,22.8,N,,,X,7,2021,,,T,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,58798,Shell Chemical Appalachia LLC,58933,Shell Chemical Appalachia LLC,PA,Beaver,-80.1178598129472,40.6765212443033,GTG2,,,,Natural Gas Fired Combined Cycle,CT,COGN,S,X,N,,,48.4,0.8,37.1,46.5,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,N,N,N,N,N,22.8,N,,,X,7,2021,,,T,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,58798,Shell Chemical Appalachia LLC,58933,Shell Chemical Appalachia LLC,PA,Beaver,-80.1178598129472,40.6765212443033,GTG3,,,,Natural Gas Fired Combined Cycle,CT,COGN,S,X,N,,,48.4,0.8,37.1,46.5,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,N,N,N,N,N,22.8,N,,,X,7,2021,,,T,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,58159,Penn State University,58194,West Campus Steam Plant,PA,Centre,-77.8598433727737,40.7981229962655,CT2,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,6.1,1,4.5,6.1,OP,Y,Commercial CHP,5,NG,DFO,,,,,,,,,,,,,N,N,Y,Y,N,3,N,,,X,12,2021,,,T,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,Anderson,-82.4422563048691,34.5945922817548,ST10,,,,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,,,362.1,0.85,313,313,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,313,N,,,X,4,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,Anderson,-82.4422563048691,34.5945922817548,CT11,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,242.3,0.85,234,248,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,234,N,,,X,4,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,Anderson,-82.4422563048691,34.5945922817548,CT12,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,242.3,0.85,233,248,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,233,N,,,X,4,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Commercial,60146,Ameresco Federal Solutions,61956,MCRD Parris Island PV Hybrid,SC,Beaufort,-80.687874155615,32.3391133672745,CHPP,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,,,3.5,1,3.5,3.5,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,2.8,N,,,X,6,2019,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,5416,"Duke Energy Carolinas, LLC",63063,Duke Energy CHP at Clemson University,SC,Pickens,-82.8227885471934,34.6783846516913,GT01,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,13.4,0.85,12.5,15.5,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,N,N,,,12.5,N,,,X,12,2019,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,14232,Otter Tail Power Co,61144,Astoria Station,SD,Deuel,-96.5640501225948,44.5744193531618,1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,349,0.85,244.2,284.5,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,,142,N,,,X,4,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Federal,18642,Tennessee Valley Authority,3393,Allen,TN,Shelby,-90.1462201736993,35.0653322008378,STG1,,,,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,,,476.9,0.85,428.3,453.5,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,4,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Federal,18642,Tennessee Valley Authority,3393,Allen,TN,Shelby,-90.1462201736993,35.0653322008378,CTG1,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,347,0.85,311.9,330.3,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,4,2018,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Federal,18642,Tennessee Valley Authority,3393,Allen,TN,Shelby,-90.1462201736993,35.0653322008378,CTG2,,,,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,347,0.85,311.9,330.3,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,4,2018,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,55937,Entergy Texas Inc.,60925,Montgomery County,TX,Montgomery,-95.4690456185089,30.3495417893628,1C,,,,Natural Gas Fired Combined Cycle,CA,PB01,S,Y,X,,,500,0.85,500,500,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,,,N,,,X,1,2021,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,55937,Entergy Texas Inc.,60925,Montgomery County,TX,Montgomery,-95.4690456185089,30.3495417893628,1A,,,,Natural Gas Fired Combined Cycle,CT,PB01,S,X,N,,,250,0.85,250,250,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,1,2021,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,55937,Entergy Texas Inc.,60925,Montgomery County,TX,Montgomery,-95.4690456185089,30.3495417893628,1B,,,,Natural Gas Fired Combined Cycle,CT,PB01,S,X,N,,,250,0.85,250,250,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,N,N,,N,,,X,1,2021,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60048,PHR Holdings LLC,60264,Bacliff,TX,Galveston,-94.9823080817834,29.4893150273943,BCGT1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,BAC_BAC_CTG1,BAC_BAC_CTG1,71.2,0.9,54,60,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,54,N,,,X,7,2018,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60048,PHR Holdings LLC,60264,Bacliff,TX,Galveston,-94.9823080817834,29.4893150273943,BCGT2,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,BAC_BAC_CTG2,BAC_BAC_CTG2,71.2,0.9,54,60,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,N,,54,N,,,X,7,2018,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60048,PHR Holdings LLC,60264,Bacliff,TX,Galveston,-94.9823080817834,29.4893150273943,BCGT3,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,BAC_BAC_CTG3,BAC_BAC_CTG3,71.2,0.9,54,60,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,N,N,54,N,,,X,7,2018,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60048,PHR Holdings LLC,60264,Bacliff,TX,Galveston,-94.9823080817834,29.4893150273943,BCGT4,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,BAC_BAC_CTG4,BAC_BAC_CTG4,71.2,0.9,54,60,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,N,N,54,N,,,X,7,2018,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60048,PHR Holdings LLC,60264,Bacliff,TX,Galveston,-94.9823080817834,29.4893150273943,BCGT5,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,BAC_BAC_CTG5,BAC_BAC_CTG5,71.2,0.9,54,60,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,N,N,54,N,,,X,7,2018,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,60048,PHR Holdings LLC,60264,Bacliff,TX,Galveston,-94.9823080817834,29.4893150273943,BCGT6,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,BAC_BAC_CTG6,BAC_BAC_CTG6,71.2,0.9,54,60,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,54,N,,,X,7,2018,,,X,NG,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,34623,Tejas Power Generation LLC,60468,Friendswood Energy,TX,Harris,-95.4465689878413,29.6478986297322,GT-1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,FEGC RN,FEGC RN,121.5,0.9,117,119,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,25,N,,,X,11,2018,,,X,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Commercial,58303,Energy Systems Group LLC,62762,NASA Johnson Space Center CHP,TX,Harris,-95.0890227245094,29.5578287008518,CTG-1,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,,,5.6,0.99,5.3,5.7,OP,Y,IPP CHP,3,NG,,,,,,,,,,,,,,N,N,N,,,2.3,N,,,X,7,2018,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Commercial,58303,Energy Systems Group LLC,62762,NASA Johnson Space Center CHP,TX,Harris,-95.0890227245094,29.5578287008518,CTG-2,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,,,5.6,0.99,5.3,5.7,OP,Y,IPP CHP,3,NG,,,,,,,,,,,,,,N,N,N,,,2.3,N,,,X,7,2018,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,58959,Freeport LNG Development L.P,59145,Freeport LP Pretreatment Facility,TX,Brazoria,-95.324376971602,28.9760751250004,65GTG,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,87,0.9,70,87,OP,Y,Industrial CHP,7,NG,,,,,,0,,,,,,,,N,,N,,,56,N,,,X,9,2019,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,64835,Tres Power Victoria LLC,61242,"Tres Port Power, LLC",TX,Victoria,-96.9453,28.69637,VP-1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,43,48,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,,,32,N,,,X,7,2019,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,64835,Tres Power Victoria LLC,61242,"Tres Port Power, LLC",TX,Victoria,-96.9453,28.69637,VP-2,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,43,48,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,,,32,N,,,X,7,2019,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,54769,INEOS USA LLC,10154,Power Island,TX,Brazoria,-95.1883818841899,29.2302856803575,GEN2,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,40,50,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,,,N,N,N,20,N,,,X,1,2020,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Industrial,54769,INEOS USA LLC,10154,Power Island,TX,Brazoria,-95.1883818841899,29.2302856803575,GEN3,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,40,50,OP,Y,Industrial CHP,7,NG,,,,,,,,,,,,,,N,N,N,N,N,20,N,,,X,2,2020,,,T,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,64835,Tres Power Victoria LLC,61241,Tres City Power LLC,TX,Victoria,-97.0093,28.7853,VC-1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,43,48,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,32,N,,,X,2,2020,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,64835,Tres Power Victoria LLC,61241,Tres City Power LLC,TX,Victoria,-97.0093,28.7853,VC-2,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,43,48,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,32,N,,,X,2,2020,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63335,HO Clarke Generating,TX,Harris,-95.4510922032866,29.6457083530524,CTG-1,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,HOCPRO01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,22.5,N,,,X,3,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63335,HO Clarke Generating,TX,Harris,-95.4510922032866,29.6457083530524,CTG-2,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,HOCPRO01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,22.5,N,,,X,3,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63335,HO Clarke Generating,TX,Harris,-95.4510922032866,29.6457083530524,CTG-3,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,HOCPRO01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,22.5,N,,,X,3,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63335,HO Clarke Generating,TX,Harris,-95.4510922032866,29.6457083530524,CTG-4,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,HOCPRO01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,N,N,22.5,N,,,X,3,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63335,HO Clarke Generating,TX,Harris,-95.4510922032866,29.6457083530524,CTG-5,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,HOCPRO01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,N,N,22.5,N,,,X,3,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
